date,data_or_inferred,incarcerated_total,incarcerated_white,incarcerated_black,incarcerated_hispanic,incarcerated_amerind,incarcerated_asian,incarcerated_other,incarcerated_unknown,incarcerated_nonwhite,state,url
2017-08-01,raw data,3884.0,2189,297.0,134.0,1233.0,23.0,8.0,,1695.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2017-09-01,raw data,3892.0,2194,297.0,135.0,1238.0,20.0,8.0,,1698.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2017-10-01,raw data,3890.0,2186,301.0,138.0,1237.0,20.0,8.0,,1704.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2017-11-01,raw data,3894.0,2172,306.0,138.0,1254.0,19.0,5.0,,1722.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2017-12-01,raw data,3945.0,2185,306.0,144.0,1283.0,19.0,8.0,,1760.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2018-01-01,raw data,3944.0,2180,300.0,145.0,1291.0,18.0,7.0,,1764.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2018-02-01,raw data,3943.0,2177,295.0,147.0,1301.0,17.0,6.0,,1766.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2018-03-01,raw data,3952.0,2181,293.0,148.0,1304.0,17.0,6.0,,1771.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2018-04-01,raw data,3961.0,2185,293.0,150.0,1307.0,18.0,8.0,,1776.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2018-05-01,raw data,3956.0,2199,296.0,150.0,1285.0,17.0,9.0,,1757.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2018-06-01,raw data,3966.0,2166,309.0,158.0,1306.0,17.0,10.0,,1800.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2018-07-01,raw data,3998.0,2173,305.0,157.0,1336.0,16.0,11.0,,1825.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2018-08-01,raw data,4016.0,2181,307.0,158.0,1344.0,16.0,10.0,,1835.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2018-09-01,raw data,4004.0,2178,302.0,151.0,1346.0,16.0,9.0,,1826.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2018-10-01,raw data,3993.0,2175,298.0,145.0,1349.0,17.0,9.0,,1818.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2018-11-01,raw data,3955.0,2138,304.0,138.0,1352.0,13.0,10.0,,1817.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2018-12-01,raw data,3914.0,2115,300.0,142.0,1334.0,14.0,9.0,,1799.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2019-01-01,raw data,3915.0,2119,300.0,142.0,1329.0,14.0,7.0,,1796.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2019-02-01,raw data,3917.0,2125,301.0,143.0,1325.0,15.0,8.0,,1792.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2019-03-01,raw data,3858.0,2104,288.0,139.0,1301.0,15.0,7.0,,1754.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2019-04-01,raw data,3799.0,2083,277.0,137.0,1278.0,16.0,8.0,,1716.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2019-05-01,raw data,3833.0,2107,277.0,139.0,1286.0,17.0,7.0,,1726.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2019-06-01,raw data,3826.0,2079,287.0,139.0,1292.0,21.0,8.0,,1747.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2019-07-01,raw data,3818.0,2063,282.0,135.0,1304.0,22.0,8.0,,1755.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2019-08-01,raw data,3810.0,2049,279.0,132.0,1317.0,24.0,9.0,,1761.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2019-09-01,raw data,3836.0,2040,285.0,137.0,1341.0,22.0,8.0,,1796.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2019-10-01,raw data,3818.0,2009,288.0,141.0,1350.0,21.0,9.0,,1809.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2019-11-01,raw data,3828.0,2019,288.0,140.0,1346.0,21.0,11.0,,1809.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2019-12-01,raw data,3801.0,2010,287.0,139.0,1330.0,22.0,13.0,,1791.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2020-01-01,raw data,3802.0,2008,287.0,144.0,1329.0,21.0,13.0,,1794.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2020-02-01,raw data,3788.0,1985,289.0,147.0,1334.0,20.0,13.0,,1803.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2020-03-01,raw data,3833.0,1991,301.0,150.0,1351.0,22.0,15.0,,1842.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2020-04-01,raw data,3792.0,1953,308.0,151.0,1339.0,24.0,17.0,,1839.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2020-05-01,raw data,3653.0,1866,289.0,151.0,1303.0,26.0,18.0,,1787.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2020-06-01,raw data,3581.0,1844,292.0,150.0,1251.0,26.0,18.0,,1737.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2020-07-01,raw data,3478.0,1810,278.0,146.0,1197.0,26.0,16.0,,1668.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2020-08-01,raw data,3402.0,1790,268.0,144.0,1154.0,28.0,17.0,,1612.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2020-09-01,raw data,3369.0,1770,269.0,139.0,1142.0,30.0,17.0,,1599.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2020-10-01,raw data,3322.0,1754,270.0,126.0,1126.0,29.0,17.0,,1568.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2020-11-01,raw data,3295.0,1746,263.0,129.0,1114.0,27.0,16.0,,1549.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2020-12-01,raw data,3288.0,1747,265.0,127.0,1108.0,25.0,13.0,,1541.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2021-01-01,raw data,3225.0,1719,264.0,123.0,1084.0,24.0,11.0,,1506.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2021-02-01,raw data,3217.0,1713,261.0,129.0,1079.0,23.0,12.0,,1504.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2021-03-01,raw data,3249.0,1718,270.0,134.0,1092.0,21.0,11.0,,1531.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2021-04-01,raw data,3252.0,1709,277.0,139.0,1096.0,19.0,12.0,,1543.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2021-05-01,raw data,3263.0,1709,271.0,140.0,1112.0,21.0,10.0,,1554.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2021-06-01,raw data,3286.0,1709,269.0,147.0,1128.0,23.0,10.0,,1577.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2021-07-01,raw data,3339.0,1713,275.0,144.0,1168.0,25.0,10.0,,1626.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2021-08-01,raw data,3380.0,1712,281.0,142.0,1206.0,28.0,11.0,,1668.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2021-09-01,raw data,3396.0,1715,272.0,141.0,1229.0,29.0,10.0,,1681.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2021-10-01,raw data,3558.0,1736,279.0,140.0,1221.0,31.0,11.0,,1822.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2021-11-01,raw data,3462.0,1737,279.0,140.0,1221.0,31.0,11.0,,1725.0,South Dakota,https://doc.sd.gov/about/stats/adult/
2021-12-01,raw data,3353.0,1723,263.0,137.0,1190.0,28.0,12.0,,1630.0,South Dakota,https://doc.sd.gov/documents/InmatesbyRaceEthnicityNovember2021.pdf
2022-01-01,raw data,3314.0,1710,261.0,133.0,1173.0,26.0,11.0,,1604.0,South Dakota,https://doc.sd.gov/documents/InmatesbyRaceEthnicityDecember2021.pdf
2022-02-01,raw data,3318.0,1702,261.0,139.0,1182.0,22.0,12.0,,1616.0,South Dakota,https://doc.sd.gov/documents/InmatesbyRaceEthnicityJanuary312022.pdf
2022-03-01,raw data,3390.0,1731,283.0,146.0,1195.0,22.0,13.0,,1659.0,South Dakota,https://doc.sd.gov/documents/InmatesbyRaceEthnicityFebruary282022.pdf
2022-04-01,raw data,3458.0,1762,289.0,144.0,1230.0,20.0,13.0,,1696.0,South Dakota,https://doc.sd.gov/documents/InmatesbyRaceEthnicityMarch2022.pdf
2022-05-01,raw data,3249.0,1670,262.0,136.0,1129.0,20.0,12.0,,1579.0,South Dakota,https://doc.sd.gov/documents/InmatesbyRaceEthnicityApril2022.pdf
2022-06-01,raw data,3325.0,1702,268.0,139.0,1186.0,19.0,11.0,,1623.0,South Dakota,https://doc.sd.gov/documents/InmatesbyRaceEthnicityMay2022.pdf
2022-07-01,raw data,3370.0,1718,263.0,140.0,1219.0,19.0,11.0,,1652.0,South Dakota,https://doc.sd.gov/documents/InmatesbyRaceEthnicityJune2022C.pdf
2022-08-01,raw data,3408.0,1723,268.0,146.0,1237.0,19.0,15.0,,1685.0,South Dakota,https://doc.sd.gov/documents/InmatesbyRaceEthnicityJuly2022.pdf
2022-09-01,raw data,3395.0,1718,265.0,140.0,1236.0,20.0,16.0,,1677.0,South Dakota,https://doc.sd.gov/documents/InmatesbyRaceEthnicityAugust2022.pdf
2007-07-01,raw data,26524.0,13535,12431.0,,,,558.0,,12989.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2007-08-01,raw data (totals); inferred race counts,26573.0,13561,12457.0,,,,561.0,,13012.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2007-09-01,raw data (totals); inferred race counts,26622.0,13587,12483.0,,,,564.0,,13035.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2007-10-01,raw data (totals); inferred race counts,26772.0,13614,12511.0,,,,568.0,,13158.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2007-11-01,raw data (totals); inferred race counts,26829.0,13640,12537.0,,,,571.0,,13189.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2007-12-01,raw data (totals); inferred race counts,26904.0,13666,12563.0,,,,574.0,,13238.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2008-01-01,raw data (totals); inferred race counts,26267.0,13694,12591.0,,,,578.0,,12573.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2008-02-01,raw data (totals); inferred race counts,26728.0,13720,12617.0,,,,581.0,,13008.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2008-03-01,raw data (totals); inferred race counts,26850.0,13746,12643.0,,,,584.0,,13104.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2008-04-01,raw data (totals); inferred race counts,26805.0,13774,12671.0,,,,588.0,,13031.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2008-05-01,raw data (totals); inferred race counts,27054.0,13800,12698.0,,,,591.0,,13254.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2008-06-01,raw data (totals); inferred race counts,27204.0,13826,12725.0,,,,594.0,,13378.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2008-07-01,raw data,27204.0,13854,12752.0,,,,598.0,,13350.0,Tennessee,https://www.tn.gov/content/dam/tn/correction/documents/2008_Statabs.pdf
2008-08-01,raw data (totals); inferred race counts,27204.0,13863,12761.0,,,,601.0,,13341.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2008-09-01,raw data (totals); inferred race counts,27204.0,13872,12770.0,,,,604.0,,13332.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2008-10-01,raw data (totals); inferred race counts,27421.0,13881,12781.0,,,,609.0,,13540.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2008-11-01,raw data (totals); inferred race counts,27431.0,13890,12790.0,,,,612.0,,13541.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2008-12-01,raw data (totals); inferred race counts,27507.0,13899,12799.0,,,,615.0,,13608.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2009-01-01,raw data (totals); inferred race counts,27228.0,13909,12810.0,,,,620.0,,13319.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2009-02-01,raw data (totals); inferred race counts,27408.0,13918,12819.0,,,,623.0,,13490.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2009-03-01,raw data (totals); inferred race counts,27669.0,13927,12828.0,,,,626.0,,13742.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2009-04-01,raw data (totals); inferred race counts,27573.0,13936,12839.0,,,,631.0,,13637.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2009-05-01,raw data (totals); inferred race counts,27546.0,13945,12849.0,,,,634.0,,13601.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2009-06-01,raw data (totals); inferred race counts,27419.0,13954,12859.0,,,,637.0,,13465.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2009-07-01,raw data,27475.0,13964,12869.0,,,,642.0,,13511.0,Tennessee,https://www.tn.gov/content/dam/tn/correction/documents/2009_Statabs.pdf
2009-08-01,raw data (totals); inferred race counts,27532.0,13952,12862.0,,,,643.0,,13580.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2009-09-01,raw data (totals); inferred race counts,27392.0,13940,12855.0,,,,644.0,,13452.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2009-10-01,raw data (totals); inferred race counts,27538.0,13928,12849.0,,,,645.0,,13610.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2009-11-01,raw data (totals); inferred race counts,27322.0,13916,12842.0,,,,646.0,,13406.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2009-12-01,raw data (totals); inferred race counts,27483.0,13904,12835.0,,,,647.0,,13579.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2010-01-01,raw data (totals); inferred race counts,26965.0,13892,12829.0,,,,648.0,,13073.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2010-02-01,raw data (totals); inferred race counts,27173.0,13880,12822.0,,,,649.0,,13293.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2010-03-01,raw data (totals); inferred race counts,27099.0,13868,12815.0,,,,650.0,,13231.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2010-04-01,raw data (totals); inferred race counts,27401.0,13856,12809.0,,,,651.0,,13545.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2010-05-01,raw data (totals); inferred race counts,27409.0,13844,12802.0,,,,652.0,,13565.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2010-06-01,raw data (totals); inferred race counts,27266.0,13832,12795.0,,,,653.0,,13434.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2010-07-01,raw data,27264.0,13820,12790.0,,,,654.0,,13444.0,Tennessee,https://www.tn.gov/content/dam/tn/correction/documents/StatisticalAbstract2010.pdf
2010-08-01,raw data (totals); inferred race counts,27263.0,13904,12813.0,,,,654.0,,13359.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2010-09-01,raw data (totals); inferred race counts,27260.0,13988,12836.0,,,,654.0,,13272.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2010-10-01,raw data (totals); inferred race counts,27432.0,14074,12861.0,,,,655.0,,13358.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2010-11-01,raw data (totals); inferred race counts,27441.0,14158,12885.0,,,,655.0,,13283.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2010-12-01,raw data (totals); inferred race counts,27677.0,14242,12909.0,,,,655.0,,13435.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2011-01-01,raw data (totals); inferred race counts,27476.0,14328,12933.0,,,,656.0,,13148.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2011-02-01,raw data (totals); inferred race counts,27717.0,14412,12957.0,,,,656.0,,13305.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2011-03-01,raw data (totals); inferred race counts,28001.0,14496,12981.0,,,,656.0,,13505.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2011-04-01,raw data (totals); inferred race counts,27929.0,14582,13005.0,,,,657.0,,13347.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2011-05-01,raw data (totals); inferred race counts,28251.0,14667,13029.0,,,,657.0,,13584.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2011-06-01,raw data (totals); inferred race counts,28467.0,14752,13053.0,,,,657.0,,13715.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2011-07-01,raw data,28572.0,14837,13077.0,,,,658.0,,13735.0,Tennessee,https://www.tn.gov/content/dam/tn/correction/documents/2011StatisticalAbstractv2.pdf
2011-08-01,raw data (totals); inferred race counts,28677.0,14890,13113.0,,,,663.0,,13787.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2011-09-01,raw data (totals); inferred race counts,28929.0,14943,13149.0,,,,668.0,,13986.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2011-10-01,raw data (totals); inferred race counts,29114.0,14998,13187.0,,,,674.0,,14116.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2011-11-01,raw data (totals); inferred race counts,29064.0,15051,13224.0,,,,679.0,,14013.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2011-12-01,raw data (totals); inferred race counts,29086.0,15104,13261.0,,,,684.0,,13982.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2012-01-01,raw data (totals); inferred race counts,29003.0,15159,13298.0,,,,690.0,,13844.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2012-02-01,raw data (totals); inferred race counts,29072.0,15212,13335.0,,,,695.0,,13860.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2012-03-01,raw data (totals); inferred race counts,29168.0,15265,13372.0,,,,700.0,,13903.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2012-04-01,raw data (totals); inferred race counts,29468.0,15320,13409.0,,,,706.0,,14148.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2012-05-01,raw data (totals); inferred race counts,29508.0,15373,13446.0,,,,711.0,,14135.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2012-06-01,raw data (totals); inferred race counts,29818.0,15426,13483.0,,,,716.0,,14392.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2012-07-01,raw data,29724.0,15481,13520.0,,,,723.0,,14243.0,Tennessee,https://www.tn.gov/content/dam/tn/correction/documents/StatisticalAbstract2012.pdf
2012-08-01,raw data (totals); inferred race counts,29631.0,15512,13492.0,,,,722.0,,14119.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2012-09-01,raw data (totals); inferred race counts,29730.0,15543,13464.0,,,,721.0,,14187.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2012-10-01,raw data (totals); inferred race counts,29745.0,15575,13436.0,,,,721.0,,14170.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2012-11-01,raw data (totals); inferred race counts,29561.0,15606,13408.0,,,,720.0,,13955.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2012-12-01,raw data (totals); inferred race counts,29711.0,15637,13380.0,,,,719.0,,14074.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2013-01-01,raw data (totals); inferred race counts,29302.0,15669,13352.0,,,,719.0,,13633.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2013-02-01,raw data (totals); inferred race counts,29550.0,15700,13324.0,,,,718.0,,13850.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2013-03-01,raw data (totals); inferred race counts,29635.0,15731,13296.0,,,,717.0,,13904.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2013-04-01,raw data (totals); inferred race counts,29671.0,15763,13268.0,,,,717.0,,13908.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2013-05-01,raw data (totals); inferred race counts,29750.0,15794,13240.0,,,,716.0,,13956.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2013-06-01,raw data (totals); inferred race counts,29802.0,15825,13212.0,,,,715.0,,13977.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2013-07-01,raw data,29758.0,15858,13185.0,,,,715.0,,13900.0,Tennessee,https://www.tn.gov/content/dam/tn/correction/documents/StatisticalAbstract2013.pdf
2013-08-01,raw data (totals); inferred race counts,29715.0,15891,13167.0,,,,713.0,,13824.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2013-09-01,raw data (totals); inferred race counts,29795.0,15924,13149.0,,,,711.0,,13871.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2013-10-01,raw data (totals); inferred race counts,29921.0,15959,13132.0,,,,710.0,,13962.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2013-11-01,raw data (totals); inferred race counts,29750.0,15992,13114.0,,,,708.0,,13758.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2013-12-01,raw data (totals); inferred race counts,29741.0,16025,13096.0,,,,706.0,,13716.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2014-01-01,raw data (totals); inferred race counts,29387.0,16060,13079.0,,,,705.0,,13327.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2014-02-01,raw data (totals); inferred race counts,29521.0,16093,13061.0,,,,703.0,,13428.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2014-03-01,raw data (totals); inferred race counts,29875.0,16126,13043.0,,,,701.0,,13749.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2014-04-01,raw data (totals); inferred race counts,29658.0,16161,13026.0,,,,700.0,,13497.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2014-05-01,raw data (totals); inferred race counts,29814.0,16194,13008.0,,,,698.0,,13620.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2014-06-01,raw data (totals); inferred race counts,30039.0,16227,12990.0,,,,696.0,,13812.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2014-07-01,raw data,29932.0,16262,12974.0,,,,696.0,,13670.0,Tennessee,https://www.tn.gov/content/dam/tn/correction/documents/StatisticalAbstract2014.pdf
2014-08-01,raw data (totals); inferred race counts,29826.0,16243,12936.0,,,,695.0,,13583.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2014-09-01,raw data (totals); inferred race counts,29855.0,16224,12898.0,,,,694.0,,13631.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2014-10-01,raw data (totals); inferred race counts,29945.0,16205,12860.0,,,,693.0,,13740.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2014-11-01,raw data (totals); inferred race counts,29879.0,16186,12822.0,,,,692.0,,13693.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2014-12-01,raw data (totals); inferred race counts,29840.0,16167,12784.0,,,,691.0,,13673.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2015-01-01,raw data (totals); inferred race counts,29395.0,16149,12747.0,,,,690.0,,13246.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2015-02-01,raw data (totals); inferred race counts,29421.0,16130,12709.0,,,,689.0,,13291.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2015-03-01,raw data (totals); inferred race counts,29438.0,16111,12671.0,,,,688.0,,13327.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2015-04-01,raw data (totals); inferred race counts,29364.0,16092,12633.0,,,,687.0,,13272.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2015-05-01,raw data (totals); inferred race counts,29309.0,16073,12595.0,,,,686.0,,13236.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2015-06-01,raw data (totals); inferred race counts,29319.0,16054,12557.0,,,,685.0,,13265.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2015-07-01,raw data,29241.0,16036,12520.0,,,,685.0,,13205.0,Tennessee,https://www.tn.gov/content/dam/tn/correction/documents/StatisticalAbstract2015.pdf
2015-08-01,raw data (totals); inferred race counts,29163.0,16050,12510.0,,,,684.0,,13113.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2015-09-01,raw data (totals); inferred race counts,29154.0,16064,12500.0,,,,683.0,,13090.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2015-10-01,raw data (totals); inferred race counts,29231.0,16080,12492.0,,,,684.0,,13151.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2015-11-01,raw data (totals); inferred race counts,29018.0,16095,12483.0,,,,683.0,,12923.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2015-12-01,raw data (totals); inferred race counts,29040.0,16110,12474.0,,,,682.0,,12930.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2016-01-01,raw data (totals); inferred race counts,28735.0,16125,12465.0,,,,683.0,,12610.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2016-02-01,raw data (totals); inferred race counts,28885.0,16139,12456.0,,,,682.0,,12746.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2016-03-01,raw data (totals); inferred race counts,29012.0,16153,12447.0,,,,681.0,,12859.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2016-04-01,raw data (totals); inferred race counts,29075.0,16169,12438.0,,,,682.0,,12906.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2016-05-01,raw data (totals); inferred race counts,29329.0,16184,12429.0,,,,681.0,,13145.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2016-06-01,raw data (totals); inferred race counts,29232.0,16199,12420.0,,,,680.0,,13033.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2016-07-01,raw data,29306.0,16214,12411.0,,,,681.0,,13092.0,Tennessee,https://www.tn.gov/content/dam/tn/correction/documents/StatisticalAbstract2016.pdf
2016-08-01,raw data (totals); inferred race counts,29381.0,16292,12398.0,,,,684.0,,13089.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2016-09-01,raw data (totals); inferred race counts,29630.0,16370,12385.0,,,,687.0,,13260.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
2016-10-01,raw data (totals); inferred race counts,29796.0,16449,12374.0,,,,690.0,,13347.0,Tennessee,https://www.tn.gov/correction/statistics-and-information/annual-reports.html
