date,admissions_total,admissions_white,admissions_black,admissions_hispanic,admissions_amerind,admissions_asian,admissions_other,releases_total,releases_white,releases_black,releases_hispanic,releases_amerind,releases_asian,releases_other,state
2018-09-01,6473,2639,1804,2004.0,0.0,0.0,26.0,6106,2404,1670,2004.0,0.0,0.0,28.0,Texas
2018-10-01,5557,2259,1607,1658.0,0.0,0.0,33.0,5752,2302,1621,1791.0,0.0,0.0,38.0,Texas
2018-11-01,4771,1971,1297,1481.0,0.0,0.0,22.0,4970,1929,1396,1615.0,0.0,0.0,30.0,Texas
2018-12-01,6195,2398,1798,1966.0,0.0,0.0,33.0,5920,2348,1617,1920.0,0.0,0.0,35.0,Texas
2019-01-01,5002,2090,1386,1504.0,0.0,0.0,22.0,5850,2266,1608,1948.0,0.0,0.0,28.0,Texas
2019-02-01,5528,2339,1459,1697.0,0.0,0.0,33.0,5932,2348,1656,1896.0,0.0,0.0,32.0,Texas
2019-03-01,5555,2219,1516,1798.0,0.0,0.0,22.0,5901,2318,1616,1935.0,0.0,0.0,32.0,Texas
2019-04-01,5643,2284,1486,1846.0,0.0,0.0,27.0,5779,2294,1598,1871.0,0.0,0.0,16.0,Texas
2019-05-01,5062,2105,1264,1663.0,0.0,0.0,30.0,5437,2104,1481,1828.0,0.0,0.0,24.0,Texas
2019-06-01,4961,1999,1306,1631.0,0.0,0.0,25.0,5902,2371,1619,1882.0,0.0,0.0,30.0,Texas
2019-07-01,5402,2250,1396,1724.0,0.0,0.0,32.0,5762,2330,1542,1870.0,0.0,0.0,20.0,Texas
2019-08-01,4945,1975,1336,1606.0,0.0,0.0,28.0,5159,2043,1430,1662.0,0.0,0.0,24.0,Texas
2019-09-01,6200,2473,1649,2043.0,0.0,0.0,35.0,5903,2391,1602,1885.0,0.0,0.0,25.0,Texas
2019-10-01,4689,1975,1240,1447.0,0.0,0.0,27.0,5071,2050,1348,1636.0,0.0,0.0,37.0,Texas
2019-11-01,4477,1776,1176,1498.0,0.0,0.0,27.0,5023,2045,1293,1657.0,0.0,0.0,28.0,Texas
2019-12-01,4908,2028,1331,1531.0,0.0,0.0,18.0,5657,2269,1542,1805.0,0.0,0.0,41.0,Texas
2020-01-01,4698,1882,1274,1520.0,0.0,0.0,22.0,5140,2072,1412,1634.0,0.0,0.0,22.0,Texas
2020-02-01,5278,2145,1422,1679.0,0.0,0.0,32.0,5626,2202,1523,1876.0,0.0,0.0,25.0,Texas
2020-03-01,683,303,145,233.0,0.0,0.0,2.0,4979,1938,1320,1687.0,0.0,0.0,34.0,Texas
2020-04-01,94,35,30,26.0,0.0,0.0,3.0,4475,1763,1239,1457.0,0.0,0.0,16.0,Texas
2020-05-01,98,32,38,26.0,0.0,0.0,2.0,5010,1969,1392,1615.0,0.0,0.0,34.0,Texas
2020-06-01,1695,741,411,534.0,0.0,0.0,9.0,4132,1586,1130,1397.0,0.0,0.0,19.0,Texas
2020-07-01,1782,816,449,513.0,0.0,0.0,4.0,4859,1851,1353,1633.0,0.0,0.0,22.0,Texas
2020-08-01,3987,1692,1085,1189.0,0.0,0.0,21.0,4438,1753,1234,1429.0,0.0,0.0,22.0,Texas
2020-09-01,5728,2333,1470,1902.0,0.0,0.0,23.0,4222,1660,1180,1361.0,0.0,0.0,21.0,Texas
2020-10-01,3463,1506,871,1069.0,0.0,0.0,17.0,3779,1446,1056,1254.0,0.0,0.0,23.0,Texas
2020-11-01,3145,1336,757,1033.0,0.0,0.0,19.0,4188,1617,1196,1359.0,0.0,0.0,16.0,Texas
2020-12-01,2691,1118,696,860.0,0.0,0.0,17.0,4016,1561,1138,1290.0,0.0,0.0,27.0,Texas
2021-01-01,2168,872,528,750.0,0.0,0.0,18.0,3883,1473,1092,1297.0,0.0,0.0,21.0,Texas
2021-02-01,3510,1486,889,1116.0,0.0,0.0,19.0,3873,1467,1105,1267.0,0.0,0.0,34.0,Texas
2021-03-01,3185,1275,819,1076.0,0.0,0.0,15.0,3749,1498,973,1254.0,0.0,0.0,24.0,Texas
2021-04-01,4167,1777,1021,1344.0,0.0,0.0,25.0,3277,1274,928,1062.0,0.0,0.0,13.0,Texas
2021-05-01,4142,1565,1101,1453.0,0.0,0.0,23.0,3850,1502,1061,1266.0,0.0,0.0,21.0,Texas
2021-06-01,3919,1613,995,1290.0,0.0,0.0,21.0,3775,1471,993,1288.0,0.0,0.0,23.0,Texas
2021-07-01,3377,1339,883,1133.0,0.0,0.0,22.0,3645,1451,999,1178.0,0.0,0.0,17.0,Texas
2021-08-01,3754,1509,989,1224.0,0.0,0.0,32.0,3854,1570,1039,1226.0,0.0,0.0,19.0,Texas
2021-09-01,3644,1441,908,1272.0,0.0,0.0,23.0,3891,1519,1066,1281.0,0.0,0.0,25.0,Texas
2021-10-01,5117,1923,1472,1687.0,0.0,0.0,35.0,3825,1566,1011,1214.0,0.0,0.0,34.0,Texas
2021-11-01,4677,1915,1273,1467.0,0.0,0.0,22.0,4247,1740,1168,1314.0,0.0,0.0,25.0,Texas
2021-12-01,2825,1230,729,856.0,0.0,0.0,10.0,3594,1439,987,1153.0,0.0,0.0,15.0,Texas
2022-01-01,3449,1373,928,1138.0,0.0,0.0,10.0,3924,1599,1042,1269.0,0.0,0.0,14.0,Texas
2022-02-01,4222,1703,1128,1370.0,0.0,0.0,21.0,4422,1705,1194,1506.0,0.0,0.0,17.0,Texas
2022-03-01,3928,1533,1058,1311.0,0.0,0.0,26.0,3948,1637,1063,1227.0,0.0,0.0,21.0,Texas
2022-04-01,4233,1648,1115,1442.0,0.0,0.0,28.0,4014,1643,1068,1280.0,0.0,0.0,23.0,Texas
2022-05-01,4906,1891,1283,1711.0,0.0,0.0,21.0,3957,1571,1082,1284.0,0.0,0.0,20.0,Texas
2022-06-01,5324,2008,1488,1799.0,0.0,0.0,29.0,3574,1448,977,1133.0,0.0,0.0,16.0,Texas
2015-01-01,447,352,45,31.0,12.0,7.0,0.0,389,319,30,27.0,12.0,1.0,0.0,Oregon
2015-02-01,405,317,37,34.0,11.0,6.0,0.0,364,264,35,50.0,13.0,2.0,0.0,Oregon
2015-03-01,472,367,44,41.0,14.0,5.0,1.0,387,284,34,51.0,11.0,7.0,0.0,Oregon
2015-04-01,465,375,41,33.0,12.0,4.0,0.0,413,328,40,31.0,8.0,5.0,1.0,Oregon
2015-05-01,434,338,33,43.0,12.0,8.0,0.0,362,277,31,38.0,13.0,2.0,1.0,Oregon
2015-06-01,451,337,45,42.0,18.0,7.0,2.0,403,299,36,47.0,16.0,5.0,0.0,Oregon
2015-07-01,433,328,41,44.0,13.0,6.0,1.0,409,326,32,38.0,8.0,5.0,0.0,Oregon
2015-08-01,359,275,32,39.0,9.0,4.0,0.0,352,276,31,33.0,10.0,2.0,0.0,Oregon
2015-09-01,495,384,42,53.0,13.0,2.0,1.0,418,322,40,34.0,16.0,6.0,0.0,Oregon
2015-10-01,442,327,53,50.0,7.0,5.0,0.0,439,338,41,45.0,5.0,9.0,1.0,Oregon
2015-11-01,398,320,27,32.0,10.0,8.0,1.0,390,300,28,44.0,12.0,5.0,1.0,Oregon
2015-12-01,432,352,33,30.0,15.0,2.0,0.0,401,316,38,36.0,8.0,3.0,0.0,Oregon
2016-01-01,355,268,26,39.0,17.0,4.0,1.0,361,286,23,32.0,15.0,5.0,0.0,Oregon
2016-02-01,426,324,43,38.0,17.0,4.0,0.0,369,287,38,33.0,10.0,1.0,0.0,Oregon
2016-03-01,465,346,37,56.0,18.0,7.0,1.0,398,304,36,39.0,15.0,3.0,1.0,Oregon
2016-04-01,403,307,48,26.0,18.0,3.0,1.0,404,314,40,33.0,13.0,4.0,0.0,Oregon
2016-05-01,479,371,40,46.0,11.0,10.0,1.0,386,300,24,37.0,17.0,8.0,0.0,Oregon
2016-06-01,444,345,40,34.0,15.0,10.0,0.0,401,301,33,44.0,18.0,5.0,0.0,Oregon
2016-07-01,391,310,32,34.0,12.0,3.0,0.0,401,325,27,32.0,10.0,5.0,2.0,Oregon
2016-08-01,441,339,37,41.0,16.0,8.0,0.0,405,311,39,35.0,14.0,6.0,0.0,Oregon
2016-09-01,464,356,37,40.0,20.0,9.0,2.0,415,308,44,40.0,15.0,6.0,2.0,Oregon
2016-10-01,391,306,28,40.0,13.0,3.0,1.0,347,269,32,28.0,13.0,5.0,0.0,Oregon
2016-11-01,405,321,39,26.0,14.0,5.0,0.0,396,294,35,51.0,11.0,5.0,0.0,Oregon
2016-12-01,354,276,35,29.0,12.0,2.0,0.0,432,317,51,46.0,14.0,4.0,0.0,Oregon
2017-01-01,403,309,40,36.0,10.0,7.0,1.0,394,312,33,40.0,6.0,3.0,0.0,Oregon
2017-02-01,432,334,51,32.0,9.0,6.0,0.0,347,255,37,42.0,9.0,4.0,0.0,Oregon
2017-03-01,472,362,42,48.0,13.0,7.0,0.0,450,332,46,61.0,6.0,4.0,1.0,Oregon
2017-04-01,445,340,46,41.0,13.0,5.0,0.0,357,288,31,28.0,6.0,4.0,0.0,Oregon
2017-05-01,478,386,36,40.0,8.0,7.0,1.0,428,323,39,45.0,14.0,7.0,0.0,Oregon
2017-06-01,504,393,45,44.0,14.0,7.0,1.0,435,331,45,43.0,10.0,6.0,0.0,Oregon
2017-07-01,411,313,40,40.0,14.0,4.0,0.0,395,308,34,32.0,14.0,6.0,1.0,Oregon
2017-08-01,493,380,41,40.0,22.0,7.0,3.0,413,313,35,43.0,16.0,6.0,0.0,Oregon
2017-09-01,422,330,39,39.0,10.0,4.0,0.0,428,336,31,48.0,10.0,3.0,0.0,Oregon
2017-10-01,473,346,40,48.0,31.0,8.0,0.0,404,308,58,21.0,10.0,7.0,0.0,Oregon
2017-11-01,435,317,40,46.0,27.0,4.0,1.0,397,299,37,38.0,19.0,4.0,0.0,Oregon
2017-12-01,404,304,35,43.0,13.0,8.0,1.0,380,295,34,33.0,11.0,7.0,0.0,Oregon
2018-01-01,515,385,52,47.0,22.0,8.0,1.0,400,312,32,30.0,18.0,7.0,1.0,Oregon
2018-02-01,444,316,41,55.0,27.0,4.0,1.0,358,276,25,36.0,12.0,9.0,0.0,Oregon
2018-03-01,513,364,49,62.0,19.0,15.0,4.0,389,292,26,49.0,17.0,2.0,3.0,Oregon
2018-04-01,442,309,44,56.0,18.0,9.0,6.0,440,353,24,42.0,18.0,3.0,0.0,Oregon
2018-05-01,544,392,50,69.0,25.0,7.0,1.0,453,339,51,44.0,15.0,3.0,1.0,Oregon
2018-06-01,398,310,33,36.0,13.0,3.0,3.0,375,271,42,43.0,13.0,5.0,1.0,Oregon
2018-07-01,474,341,44,62.0,24.0,2.0,1.0,418,331,29,38.0,14.0,6.0,0.0,Oregon
2018-08-01,462,331,56,49.0,18.0,6.0,2.0,479,366,42,45.0,18.0,6.0,2.0,Oregon
2018-09-01,431,348,23,37.0,18.0,2.0,3.0,344,260,26,40.0,13.0,5.0,0.0,Oregon
2018-10-01,442,312,39,63.0,22.0,3.0,3.0,449,325,44,48.0,27.0,4.0,1.0,Oregon
2018-11-01,454,333,40,49.0,19.0,11.0,2.0,415,321,21,53.0,14.0,5.0,1.0,Oregon
2018-12-01,300,244,27,22.0,5.0,2.0,0.0,399,313,30,37.0,14.0,5.0,0.0,Oregon
2019-01-01,313,244,28,27.0,8.0,6.0,0.0,421,316,43,38.0,15.0,8.0,1.0,Oregon
2019-02-01,371,274,31,42.0,15.0,5.0,4.0,389,289,36,45.0,15.0,3.0,1.0,Oregon
2019-03-01,428,311,41,48.0,18.0,4.0,6.0,422,319,33,42.0,16.0,12.0,0.0,Oregon
2019-04-01,284,211,37,22.0,12.0,2.0,0.0,414,324,25,47.0,13.0,5.0,0.0,Oregon
2019-05-01,331,270,16,31.0,9.0,4.0,1.0,436,326,36,53.0,15.0,6.0,0.0,Oregon
2019-06-01,455,336,49,50.0,15.0,3.0,2.0,376,294,28,39.0,14.0,1.0,0.0,Oregon
2019-07-01,447,328,40,58.0,16.0,3.0,2.0,435,330,46,45.0,6.0,2.0,6.0,Oregon
2019-08-01,392,317,29,28.0,11.0,6.0,1.0,442,336,34,45.0,19.0,8.0,0.0,Oregon
2019-09-01,419,328,39,31.0,16.0,5.0,0.0,393,300,42,39.0,4.0,7.0,1.0,Oregon
2019-10-01,472,337,41,58.0,24.0,10.0,2.0,416,312,34,49.0,17.0,4.0,0.0,Oregon
2019-11-01,324,250,21,33.0,15.0,5.0,0.0,400,305,31,41.0,18.0,4.0,1.0,Oregon
2019-12-01,335,263,22,29.0,13.0,6.0,2.0,462,346,40,49.0,16.0,9.0,2.0,Oregon
2020-01-01,337,261,33,30.0,8.0,5.0,0.0,400,288,51,43.0,12.0,5.0,1.0,Oregon
2020-02-01,489,342,52,71.0,14.0,5.0,5.0,430,322,36,53.0,16.0,1.0,2.0,Oregon
2020-03-01,279,232,21,21.0,2.0,3.0,0.0,384,290,33,39.0,14.0,5.0,3.0,Oregon
2020-04-01,275,213,25,26.0,7.0,4.0,0.0,380,278,33,47.0,11.0,9.0,2.0,Oregon
2020-05-01,390,317,27,37.0,6.0,2.0,1.0,378,283,38,39.0,12.0,4.0,2.0,Oregon
2020-06-01,396,301,34,39.0,16.0,5.0,1.0,414,320,32,39.0,16.0,7.0,0.0,Oregon
2020-07-01,284,240,18,17.0,6.0,2.0,1.0,504,389,42,53.0,13.0,4.0,3.0,Oregon
2020-08-01,349,267,33,33.0,13.0,3.0,0.0,406,287,45,56.0,16.0,0.0,2.0,Oregon
2020-09-01,367,288,28,33.0,17.0,1.0,0.0,420,332,34,38.0,9.0,6.0,1.0,Oregon
2020-10-01,421,311,44,55.0,8.0,3.0,0.0,415,299,32,52.0,21.0,10.0,1.0,Oregon
2020-11-01,320,251,22,34.0,12.0,1.0,0.0,411,300,49,45.0,8.0,6.0,3.0,Oregon
2020-12-01,348,272,34,32.0,7.0,3.0,0.0,559,414,40,74.0,23.0,8.0,0.0,Oregon
2021-01-01,357,282,32,31.0,10.0,2.0,0.0,361,281,27,41.0,10.0,2.0,0.0,Oregon
2021-02-01,416,309,56,37.0,6.0,7.0,1.0,422,323,36,44.0,12.0,6.0,1.0,Oregon
2021-03-01,273,211,23,27.0,7.0,5.0,0.0,401,317,25,45.0,9.0,4.0,1.0,Oregon
2021-04-01,298,229,24,30.0,9.0,6.0,0.0,430,317,45,44.0,19.0,4.0,1.0,Oregon
2021-05-01,338,248,27,46.0,11.0,5.0,1.0,345,266,27,40.0,12.0,0.0,0.0,Oregon
2021-06-01,415,311,42,40.0,14.0,6.0,2.0,339,264,25,35.0,9.0,4.0,2.0,Oregon
2021-07-01,300,256,15,23.0,5.0,1.0,0.0,326,259,26,26.0,11.0,2.0,2.0,Oregon
2021-08-01,375,294,31,39.0,7.0,3.0,1.0,295,218,33,30.0,6.0,7.0,1.0,Oregon
2021-09-01,447,341,37,54.0,12.0,1.0,2.0,287,229,31,23.0,4.0,0.0,0.0,Oregon
2021-10-01,454,353,37,46.0,14.0,4.0,0.0,309,238,24,36.0,7.0,4.0,0.0,Oregon
2021-11-01,308,245,21,25.0,11.0,3.0,3.0,325,234,37,33.0,16.0,4.0,1.0,Oregon
2021-12-01,296,219,26,38.0,9.0,4.0,0.0,339,245,40,34.0,14.0,3.0,3.0,Oregon
2022-01-01,406,271,42,60.0,24.0,3.0,6.0,272,212,21,31.0,5.0,3.0,0.0,Oregon
2022-02-01,363,272,32,37.0,12.0,6.0,4.0,272,206,28,22.0,14.0,2.0,0.0,Oregon
2022-03-01,278,227,20,21.0,7.0,3.0,0.0,316,238,31,31.0,14.0,2.0,0.0,Oregon
2022-04-01,344,271,33,26.0,7.0,7.0,0.0,315,241,27,32.0,9.0,6.0,0.0,Oregon
2022-05-01,385,258,49,54.0,16.0,5.0,3.0,319,237,31,36.0,12.0,2.0,1.0,Oregon
2022-06-01,442,338,41,42.0,12.0,5.0,4.0,297,226,30,28.0,7.0,5.0,1.0,Oregon
2022-07-01,360,292,27,30.0,9.0,2.0,0.0,262,200,25,26.0,7.0,4.0,0.0,Oregon
2022-08-01,369,281,37,35.0,5.0,9.0,2.0,299,235,23,29.0,9.0,3.0,0.0,Oregon
2015-01-01,249,158,51,31.0,0.0,3.0,0.0,229,148,51,18.0,0.0,2.0,0.0,Nebraska
2015-02-01,213,136,41,23.0,0.0,3.0,0.0,234,133,66,24.0,0.0,0.0,0.0,Nebraska
2015-03-01,259,163,57,26.0,0.0,2.0,0.0,260,160,52,33.0,0.0,1.0,0.0,Nebraska
2015-04-01,244,145,56,25.0,0.0,1.0,0.0,239,152,47,24.0,0.0,0.0,0.0,Nebraska
2015-05-01,253,154,58,19.0,0.0,1.0,0.0,269,157,69,25.0,0.0,0.0,0.0,Nebraska
2015-06-01,219,144,43,15.0,0.0,0.0,0.0,277,178,59,27.0,0.0,1.0,0.0,Nebraska
2015-07-01,230,147,47,24.0,0.0,0.0,0.0,251,151,61,22.0,0.0,1.0,0.0,Nebraska
2015-08-01,207,137,48,14.0,0.0,1.0,0.0,211,137,45,16.0,0.0,0.0,0.0,Nebraska
2015-09-01,222,127,52,28.0,0.0,2.0,0.0,228,154,41,21.0,0.0,2.0,0.0,Nebraska
2015-10-01,243,146,56,32.0,0.0,1.0,0.0,260,166,66,20.0,0.0,0.0,0.0,Nebraska
2015-11-01,248,153,53,26.0,0.0,1.0,0.0,233,160,44,18.0,0.0,2.0,0.0,Nebraska
2015-12-01,230,128,60,28.0,0.0,1.0,0.0,232,139,56,23.0,0.0,0.0,0.0,Nebraska
2016-01-01,265,166,53,28.0,0.0,1.0,0.0,210,135,41,19.0,0.0,1.0,0.0,Nebraska
2016-02-01,219,133,49,18.0,0.0,4.0,0.0,224,136,50,27.0,0.0,2.0,0.0,Nebraska
2016-03-01,257,150,67,21.0,0.0,1.0,0.0,270,156,65,31.0,0.0,1.0,0.0,Nebraska
2016-04-01,234,136,55,25.0,0.0,0.0,0.0,232,136,62,17.0,0.0,0.0,0.0,Nebraska
2016-05-01,215,131,54,19.0,0.0,0.0,0.0,261,173,51,24.0,0.0,0.0,0.0,Nebraska
2016-06-01,231,133,54,27.0,0.0,1.0,0.0,250,134,62,32.0,0.0,2.0,0.0,Nebraska
2016-07-01,194,113,46,21.0,0.0,1.0,0.0,252,160,43,31.0,0.0,5.0,0.0,Nebraska
2016-08-01,283,165,76,31.0,0.0,4.0,0.0,228,139,48,27.0,0.0,2.0,0.0,Nebraska
2016-09-01,244,137,67,27.0,0.0,1.0,0.0,249,156,51,26.0,0.0,2.0,0.0,Nebraska
2016-10-01,239,140,53,27.0,0.0,4.0,0.0,255,153,54,25.0,0.0,6.0,0.0,Nebraska
2016-11-01,235,132,55,27.0,0.0,1.0,0.0,217,139,44,23.0,0.0,2.0,0.0,Nebraska
2016-12-01,232,136,58,23.0,0.0,1.0,0.0,243,141,64,20.0,0.0,1.0,0.0,Nebraska
2017-01-01,243,146,50,30.0,0.0,0.0,0.0,267,174,60,19.0,0.0,1.0,0.0,Nebraska
2017-02-01,238,137,48,29.0,0.0,3.0,0.0,232,149,46,19.0,0.0,2.0,0.0,Nebraska
2017-03-01,299,160,73,48.0,0.0,1.0,0.0,268,147,58,39.0,0.0,3.0,0.0,Nebraska
2017-04-01,270,156,57,40.0,0.0,1.0,0.0,240,145,63,24.0,0.0,1.0,0.0,Nebraska
2017-05-01,240,134,56,33.0,0.0,1.0,0.0,271,161,65,26.0,0.0,1.0,0.0,Nebraska
2017-06-01,256,149,70,26.0,0.0,3.0,0.0,237,153,45,24.0,0.0,1.0,0.0,Nebraska
2017-07-01,190,120,41,18.0,0.0,2.0,0.0,230,129,47,33.0,0.0,1.0,0.0,Nebraska
2017-08-01,292,167,84,22.0,0.0,1.0,0.0,271,171,57,21.0,0.0,3.0,0.0,Nebraska
2017-09-01,239,130,63,28.0,0.0,3.0,0.0,234,144,47,26.0,0.0,4.0,0.0,Nebraska
2017-10-01,247,147,51,26.0,0.0,3.0,0.0,258,153,54,31.0,0.0,0.0,0.0,Nebraska
2017-11-01,284,175,62,25.0,0.0,1.0,0.0,220,143,39,21.0,0.0,3.0,0.0,Nebraska
2017-12-01,215,131,48,25.0,0.0,3.0,0.0,251,142,70,29.0,0.0,1.0,0.0,Nebraska
2018-01-01,247,128,55,39.0,0.0,2.0,0.0,248,136,73,27.0,0.0,1.0,0.0,Nebraska
2018-02-01,223,130,50,25.0,0.0,2.0,0.0,203,121,47,24.0,0.0,2.0,0.0,Nebraska
2018-03-01,262,141,68,30.0,0.0,3.0,0.0,265,158,55,33.0,0.0,2.0,0.0,Nebraska
2018-04-01,232,144,57,23.0,0.0,0.0,0.0,249,143,59,32.0,0.0,3.0,0.0,Nebraska
2018-05-01,229,142,49,21.0,0.0,3.0,0.0,275,160,68,29.0,0.0,0.0,0.0,Nebraska
2018-06-01,275,161,62,35.0,0.0,3.0,0.0,238,132,62,29.0,0.0,0.0,0.0,Nebraska
2018-07-01,235,130,60,35.0,0.0,0.0,0.0,268,161,63,25.0,0.0,4.0,0.0,Nebraska
2018-08-01,284,165,67,34.0,0.0,2.0,0.0,260,158,58,26.0,0.0,2.0,0.0,Nebraska
2018-09-01,271,158,57,36.0,0.0,2.0,0.0,230,132,53,30.0,0.0,0.0,0.0,Nebraska
2018-10-01,259,150,65,27.0,0.0,1.0,0.0,196,115,55,15.0,0.0,1.0,0.0,Nebraska
2018-11-01,260,150,56,34.0,0.0,2.0,0.0,225,131,60,19.0,0.0,0.0,0.0,Nebraska
2018-12-01,233,130,59,35.0,0.0,1.0,0.0,222,130,51,30.0,0.0,1.0,0.0,Nebraska
2019-01-01,247,150,55,32.0,0.0,1.0,0.0,237,151,51,23.0,0.0,2.0,0.0,Nebraska
2019-02-01,241,139,58,25.0,0.0,2.0,0.0,228,118,63,30.0,0.0,0.0,0.0,Nebraska
2019-03-01,243,137,58,27.0,0.0,1.0,0.0,229,140,56,22.0,0.0,5.0,0.0,Nebraska
2019-04-01,277,156,55,41.0,0.0,3.0,0.0,259,158,63,21.0,0.0,1.0,0.0,Nebraska
2019-05-01,232,134,57,30.0,0.0,0.0,0.0,242,143,59,26.0,0.0,1.0,0.0,Nebraska
2019-06-01,249,150,49,31.0,0.0,1.0,0.0,251,139,59,35.0,0.0,2.0,0.0,Nebraska
2019-07-01,244,133,56,31.0,0.0,4.0,0.0,232,123,58,31.0,0.0,0.0,0.0,Nebraska
2019-08-01,282,164,72,33.0,0.0,1.0,0.0,242,145,54,30.0,0.0,0.0,0.0,Nebraska
2019-09-01,246,145,53,26.0,0.0,0.0,0.0,240,147,54,27.0,0.0,0.0,0.0,Nebraska
2019-10-01,304,168,82,37.0,0.0,2.0,0.0,216,129,40,28.0,0.0,2.0,0.0,Nebraska
2019-11-01,251,126,69,38.0,0.0,0.0,0.0,236,123,63,27.0,0.0,1.0,0.0,Nebraska
2019-12-01,240,139,55,30.0,0.0,3.0,0.0,254,158,61,24.0,0.0,1.0,0.0,Nebraska
2020-01-01,251,151,47,35.0,0.0,1.0,0.0,272,166,53,36.0,0.0,0.0,0.0,Nebraska
2020-02-01,257,146,60,24.0,0.0,4.0,0.0,219,126,54,32.0,0.0,2.0,0.0,Nebraska
2020-03-01,233,124,56,31.0,0.0,1.0,0.0,279,169,67,22.0,0.0,2.0,0.0,Nebraska
2020-04-01,179,100,41,18.0,0.0,1.0,0.0,268,151,53,42.0,0.0,2.0,0.0,Nebraska
2020-05-01,185,115,34,20.0,0.0,1.0,0.0,264,143,62,41.0,0.0,2.0,0.0,Nebraska
2020-06-01,206,123,35,32.0,0.0,3.0,0.0,261,150,55,34.0,0.0,0.0,0.0,Nebraska
2020-07-01,185,118,34,22.0,0.0,2.0,0.0,263,150,54,37.0,0.0,1.0,0.0,Nebraska
2020-08-01,211,121,50,33.0,0.0,0.0,0.0,258,150,55,28.0,0.0,2.0,0.0,Nebraska
2020-09-01,225,133,44,29.0,0.0,5.0,0.0,199,110,46,28.0,0.0,1.0,0.0,Nebraska
2020-10-01,213,119,49,22.0,0.0,1.0,0.0,205,113,49,22.0,0.0,3.0,0.0,Nebraska
2020-11-01,215,111,58,30.0,0.0,0.0,0.0,215,129,54,19.0,0.0,4.0,0.0,Nebraska
2020-12-01,212,125,47,27.0,0.0,0.0,0.0,242,151,60,19.0,0.0,1.0,0.0,Nebraska
2021-01-01,216,124,37,33.0,0.0,7.0,0.0,230,127,51,36.0,0.0,3.0,0.0,Nebraska
2021-02-01,228,118,49,28.0,0.0,1.0,0.0,191,106,45,23.0,0.0,3.0,0.0,Nebraska
2021-03-01,244,138,58,25.0,0.0,1.0,0.0,224,130,50,25.0,0.0,3.0,0.0,Nebraska
2021-04-01,221,123,50,30.0,0.0,1.0,0.0,230,140,47,25.0,0.0,2.0,0.0,Nebraska
2021-05-01,221,108,59,28.0,0.0,2.0,0.0,169,88,30,30.0,0.0,1.0,0.0,Nebraska
2021-06-01,242,132,60,35.0,0.0,0.0,0.0,202,106,37,40.0,0.0,1.0,0.0,Nebraska
2021-07-01,224,142,46,20.0,0.0,2.0,0.0,200,124,34,26.0,0.0,3.0,0.0,Nebraska
2021-08-01,193,100,46,27.0,0.0,2.0,0.0,204,122,40,30.0,0.0,2.0,0.0,Nebraska
2021-09-01,271,142,63,48.0,0.0,2.0,0.0,183,101,39,29.0,0.0,1.0,0.0,Nebraska
2021-10-01,220,125,50,26.0,0.0,4.0,0.0,206,128,38,22.0,0.0,3.0,0.0,Nebraska
2021-11-01,208,105,49,33.0,0.0,1.0,0.0,193,100,54,25.0,0.0,3.0,0.0,Nebraska
2021-12-01,230,128,48,35.0,0.0,0.0,0.0,207,109,54,23.0,0.0,0.0,0.0,Nebraska
2022-01-01,189,103,49,22.0,0.0,1.0,0.0,213,123,44,24.0,0.0,2.0,0.0,Nebraska
2022-02-01,206,109,55,20.0,0.0,3.0,0.0,222,136,48,22.0,0.0,1.0,0.0,Nebraska
2022-03-01,243,129,65,27.0,0.0,3.0,0.0,225,135,56,20.0,0.0,0.0,0.0,Nebraska
2022-04-01,219,126,54,24.0,0.0,0.0,0.0,212,109,57,23.0,0.0,4.0,0.0,Nebraska
2022-05-01,213,109,50,40.0,0.0,2.0,0.0,244,146,53,29.0,0.0,2.0,0.0,Nebraska
2022-06-01,231,126,60,27.0,0.0,3.0,0.0,205,116,44,25.0,0.0,2.0,0.0,Nebraska
2022-07-01,182,101,38,26.0,0.0,1.0,0.0,203,121,39,17.0,0.0,4.0,0.0,Nebraska
2022-08-01,225,132,37,36.0,0.0,1.0,0.0,200,123,33,27.0,0.0,0.0,0.0,Nebraska
2015-01-01,90,58,1,0.0,31.0,0.0,0.0,91,63,4,0.0,23.0,1.0,0.0,Montana
2015-02-01,81,54,0,0.0,25.0,2.0,0.0,94,63,4,0.0,27.0,0.0,0.0,Montana
2015-03-01,120,93,2,0.0,25.0,0.0,0.0,121,85,5,0.0,31.0,0.0,0.0,Montana
2015-04-01,92,67,1,0.0,24.0,0.0,0.0,80,61,4,0.0,15.0,0.0,0.0,Montana
2015-05-01,80,50,2,0.0,28.0,0.0,0.0,83,62,2,0.0,18.0,1.0,0.0,Montana
2015-06-01,94,66,4,0.0,24.0,0.0,0.0,91,65,2,0.0,24.0,0.0,0.0,Montana
2015-07-01,82,59,3,0.0,19.0,1.0,0.0,98,71,4,0.0,23.0,0.0,0.0,Montana
2015-08-01,96,59,1,0.0,35.0,1.0,0.0,84,63,2,0.0,19.0,0.0,0.0,Montana
2015-09-01,89,55,6,0.0,27.0,1.0,0.0,112,81,4,0.0,25.0,2.0,0.0,Montana
2015-10-01,101,73,4,0.0,24.0,0.0,0.0,92,65,4,0.0,23.0,0.0,0.0,Montana
2015-11-01,102,75,0,0.0,25.0,2.0,0.0,103,60,2,0.0,41.0,0.0,0.0,Montana
